comparison_id,anonymous_image_id,evaluation_configuration,preprocessing_condition,attribution_method,resolution,model_architecture,pearson_correlation,ssim,correlation_drift,structural_drift,edi_primary,cosine_similarity,spearman_correlation,mean_squared_error,mean_absolute_error,root_mean_squared_error,normalized_mean_squared_error,lpips_distance
cmp_00098,img_7ae2c9b6c6e17d38,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9972990751,0.9967445433,0.00135046244999998,0.00325545670000005,0.00230295957500001,,,,,,,
cmp_00099,img_7e272f4220875f6d,APTOS,diffusion,eigencam,192,EfficientNetB0,0.998822093,0.9977702498,0.000588953499999989,0.00222975020000005,0.00140935185000002,,,,,,,
cmp_00100,img_7f41d29dfeff8d3f,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9993376732,0.9992312193,0.000331163400000001,0.000768780699999971,0.000549972049999986,,,,,,,
cmp_00101,img_8e2da1d8cc711ad4,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9971105456,0.9965187311,0.0014447272,0.0034812689,0.00246299805,,,,,,,
cmp_00102,img_9317ad24ae147b52,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9972106814,0.9945780635,0.00139465929999999,0.0054219365,0.0034082979,,,,,,,
cmp_00103,img_942a778f90e657e3,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9972395301,0.9967520237,0.00138023495,0.00324797629999996,0.00231410562499998,,,,,,,
cmp_00104,img_9d7e564a9d74cec9,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9896994829,0.9878405631,0.00515025855000001,0.0121594369,0.008654847725,,,,,,,
cmp_00105,img_9ddc1ea6652b06b5,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9994830489,0.9992384315,0.000258475550000026,0.000761568499999976,0.000510022025000001,,,,,,,
cmp_00106,img_a1194ab381b0b785,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9996877313,0.9996212721,0.000156134350000003,0.000378727900000042,0.000267431125000023,,,,,,,
cmp_00107,img_a6c3ed514b62eaef,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9984921813,0.9980613589,0.000753909350000026,0.00193864109999997,0.001346275225,,,,,,,
cmp_00108,img_b81212402bea4a9d,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9847746491,0.9665870667,0.00761267544999999,0.0334129332999999,0.020512804375,,,,,,,
cmp_00109,img_b9bce57aec8cb979,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9979840517,0.9965606928,0.00100797414999998,0.00343930719999996,0.00222364067499997,,,,,,,
cmp_00110,img_ba9667ceda2b0a74,APTOS,diffusion,eigencam,192,EfficientNetB0,0.997908473,0.9967117906,0.00104576350000002,0.00328820939999996,0.00216698644999999,,,,,,,
cmp_00111,img_c174cad9788cc50c,APTOS,diffusion,eigencam,192,EfficientNetB0,0.998124361,0.9972424805,0.000937819499999992,0.00275751950000003,0.00184766950000001,,,,,,,
cmp_00112,img_cccfbe89a56c00a0,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9959298372,0.9944306314,0.00203508140000003,0.00556936860000001,0.00380222500000002,,,,,,,
cmp_00113,img_cd7797408463b6be,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9982134104,0.9971119761,0.0008932948,0.00288802389999998,0.00189065934999999,,,,,,,
cmp_00114,img_d494ef8e5e4b2ff8,APTOS,diffusion,eigencam,192,EfficientNetB0,0.9989979863,0.9989834428,0.000501006849999985,0.00101655720000005,0.000758782025000015,,,,,,,
