n,mean,median,standard_deviation,interquartile_range,p10,p90,minimum,maximum
46080,0.36167587865543127,0.371119337721528,0.309529522708732,0.5350824274520752,0.0014560101479967403,0.7986728872625,0.0,1.487975671875
